time_s,Fz_N,az_force_sign_m_s2,Q_at_calibration_mass,weak,strong
3.575990000000000002e-01,-3.956981048808039247e-01,1.684861119933336177e-02,7.039729383234004878e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.615289999999999893e-01,-6.530928951141792282e-01,-6.137380518251667194e-01,2.722143136119217210e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.654600000000000071e-01,-5.696777017749212746e-01,-7.528032519951666224e-01,7.265395872553345180e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.694129999999999914e-01,-5.405275803086997399e-01,-1.390001269951666452e-01,7.023668947752493175e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.733630000000000004e-01,-4.383853807618098841e-01,-2.948481777301666940e-01,1.111805509959747473e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.772710000000000230e-01,-3.747445375172731019e-01,-1.270118154001666499e-01,2.732842002343398580e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.811749999999999861e-01,-6.827653098055073144e-01,-7.408149404001664884e-01,2.597379525686078789e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.851269999999999971e-01,-4.073084566732063649e-01,-4.069538266516663921e-02,5.674562958487181064e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.890719999999999734e-01,-5.969580883487193290e-01,-1.078297311801666436e-01,1.025005199082310270e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.930020000000000180e-01,-7.048748514652309893e-01,-7.216328561801667041e-01,4.283249374591024949e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.969360000000000110e-01,-5.078506548514098995e-01,-1.222162943451666484e-01,6.453608544761518573e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.008289999999999909e-01,-4.026415238980938227e-01,-1.222162943451666484e-01,3.466591875828668901e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.047569999999999779e-01,-2.701542332667887791e-01,-1.437946659651666570e-01,7.703495557697419560e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.087149999999999950e-01,-3.218688114619769891e-01,-1.797605828351666324e-01,9.899522726578672271e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.126690000000000080e-01,-2.548357701235381967e-01,-1.797605828351666324e-01,3.165780213695660317e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.166119999999999823e-01,-6.085367104236816260e-02,3.525226125698333601e-01,6.310430340128915461e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.205269999999999841e-01,-3.231544497255551818e-01,-3.979474610301666493e-01,9.525156251481053937e-02,0.000000000000000000e+00,0.000000000000000000e+00
4.244749999999999912e-01,-4.579837805786706184e-01,-3.979474610301666493e-01,3.146260996902220941e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.284080000000000110e-01,-4.279323934335366175e-01,-8.864862904516664088e-02,4.958708981156052964e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.323380000000000001e-01,-6.616720148302555060e-01,-5.370126612001666633e-01,1.078261817860023397e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.362809999999999744e-01,-6.484075693351432079e-01,-5.370126612001666633e-01,9.079203512768120321e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.402059999999999862e-01,-7.376964194171389266e-01,-3.475969451651666486e-01,7.116004765588009207e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.441410000000000080e-01,-4.678587146116530704e-01,-1.126252522351666313e-01,5.476284350333168405e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.480509999999999771e-01,-6.037703046964519871e-01,-1.126252522351666313e-01,1.034696513106183424e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.520319999999999894e-01,-5.818163125435660277e-01,-2.325093502701666703e-01,5.542547441818725495e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.559830000000000272e-01,-5.282165520233323974e-01,-5.202288285501666110e-01,7.763232271202950840e-02,0.000000000000000000e+00,0.000000000000000000e+00
4.599969999999999892e-01,-7.776952095743538962e-01,-5.202288285501666110e-01,3.562914327470399378e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.639090000000000158e-01,-6.293637440393808902e-01,-6.041470097151665497e-01,1.817954552098298149e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.677910000000000124e-01,-7.840191493942629819e-01,-4.099367547101666620e-01,6.715879963992675172e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.717270000000000074e-01,-8.719650190804220102e-01,-4.099367547101666620e-01,9.977282677259118771e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.756850000000000245e-01,-7.235753667855657767e-01,-3.811646104651666422e-01,5.639121118932958865e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.796219999999999928e-01,-5.508798703316664103e-01,-5.010477264151667054e-01,2.917252030467915591e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.835519999999999818e-01,-5.684064622911861875e-01,-5.010477264151667054e-01,4.266032928811613889e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.874720000000000164e-01,-2.215943904954684740e-01,1.175507232228333726e-01,4.562082768849696102e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.914100000000000135e-01,-6.130827268408527431e-01,-5.490009727951666862e-01,4.263427309380752317e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.953310000000000213e-01,-4.894678632988149758e-01,-5.490009727951666862e-01,2.081386612758441557e-02,0.000000000000000000e+00,0.000000000000000000e+00
4.992650000000000143e-01,-1.899007626188975451e-01,-1.893506428601666181e-01,7.432301174320091013e-03,0.000000000000000000e+00,0.000000000000000000e+00
5.031849999999999934e-01,-5.818107674824322118e-01,-5.178315590651666467e-01,4.079128982028971118e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.070949999999999624e-01,-3.672460486037536498e-01,9.597176235183335624e-02,8.675945649011959304e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.110689999999999955e-01,-8.503864699884111644e-01,-8.822774100551665777e-01,3.221864269249137547e-02,0.000000000000000000e+00,0.000000000000000000e+00
5.149939999999999518e-01,-7.220153598651517513e-01,-8.559025352951666887e-01,2.399185317055609612e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.189160000000000439e-01,-5.201994355534829140e-01,-2.420994102951666560e-01,3.607032926805186612e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.228589999999999627e-01,-8.055847015343324813e-01,-5.945569496901667028e-01,2.626098539281366051e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.267749999999999932e-01,-6.593465465608474574e-01,-9.062540332451666236e-01,1.432153390430657369e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.307229999999999448e-01,-1.053675141529595294e+00,-9.062540332451666236e-01,1.812753902831067299e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.347020000000000106e-01,-7.205696386302200551e-01,-2.756670755951666218e-01,8.937824712756418322e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.386649999999999494e-01,-8.355462683112193645e-01,-2.756670755951666218e-01,1.392132360788396639e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.426969999999999850e-01,-8.513046651555189470e-01,-7.432122098851666747e-01,1.043602846528129513e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.466189999999999660e-01,-6.188495264494342507e-01,-7.192355866951665178e-01,1.111702975874941102e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.505400000000000293e-01,-9.448910380184454283e-01,-7.192355866951665178e-01,3.130391093672810765e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.544989999999999641e-01,-6.176540777760681777e-01,-4.554917495201666333e-01,1.549203384296731656e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.584230000000000027e-01,-7.199012507634616753e-01,-6.089425307701666901e-01,9.632189581195671479e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.623559999999999670e-01,-7.484198896071436735e-01,-6.089425307701666901e-01,1.358064274231365554e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.663219999999999921e-01,-8.992280393259459714e-01,-7.240311077501666581e-01,2.090819404175586538e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.702850000000000419e-01,-1.177993469130980131e+00,-7.743816236151666033e-01,8.649748717435327805e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.742159999999999487e-01,-8.833300614938561779e-01,-7.743816236151666033e-01,1.083049332144105037e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.781549999999999745e-01,-8.904147205034256274e-01,-5.993524707451666211e-01,4.574370147249993579e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.821039999999999548e-01,-7.975304892488317421e-01,-8.127448099701665152e-01,6.589054374854790008e-02,0.000000000000000000e+00,0.000000000000000000e+00
5.860340000000000549e-01,-7.673245322932196189e-01,-8.127448099701665152e-01,3.829962627043354863e-03,0.000000000000000000e+00,0.000000000000000000e+00
5.899759999999999449e-01,-6.098190585418432619e-01,-2.636787640001666544e-01,5.510504316301846117e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.939189999999999747e-01,-5.395942709895678036e-01,-2.876553871901667003e-01,3.063858208500049418e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.978940000000000365e-01,-6.541785611318609028e-01,-2.876553871901667003e-01,6.196949250253764419e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.017829999999999568e-01,-8.672467227177698135e-01,-1.006954082890166635e+00,2.128967422372505247e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.057360000000000522e-01,-6.242446892979192086e-01,-5.010477264151667054e-01,1.026699327705205445e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.096759999999999957e-01,-7.095384748936748309e-01,-5.010477264151667054e-01,2.444032144851880695e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.136329999999999840e-01,-1.134710571877501906e+00,-1.380990975990166625e+00,9.710736092204067527e-01,0.000000000000000000e+00,1.000000000000000000e+00
6.175279999999999658e-01,-7.175726102876200940e-01,-8.559025352951666887e-01,2.688080921576717630e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.214560000000000084e-01,-7.847663626361889300e-01,-8.559025352951666887e-01,7.245382278996497644e-03,0.000000000000000000e+00,0.000000000000000000e+00
